Gesture,Subject,Repetition,Trial,TTPosition,PTPosition,UltPosition,PositionDiff,Duration,ClicksNumber,C1T,C1I,C2T,C2I,C3T,C3I,C4T,C4I,C5T,C5I,C6T,C6I,C7T,C7I,C8T,C8I,C9T,C9I,C10T,C10I,C11T,C11I,C12T,C12I,C13T,C13I,C14T,C14I,C15T,C15I,C16T,C16I,C17T,C17I,C18T,C18I,C19T,C19I,C20T,C20I,C21T,C21I,C22T,C22I,C23T,C23I,C24T,C24I,C25T,C25I,C26T,C26I,C27T,C27I,C28T,C28I,C29T,C29I,C30T,C30I,C31T,C31I,C32T,C32I,C33T,C33I,C34T,C34I,C35T,C35I,C36T,C36I,C37T,C37I,C38T,C38I,C39T,C39I,C40T,C40I,C41T,C41I,C42T,C42I,C43T,C43I,C44T,C44I,C45T,C45I,C46T,C46I,C47T,C47I,C48T,C48I,C49T,C49I,C50T,C50I
0,19,2,54,6,18,8,2,4.5367,10,0,18,1.4559,17,1.7054,16,1.9553,15,2.2048,14,2.4543,13,2.7039,12,2.9536,11,3.2031,10,3.6649,9,4.5367,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,2,55,9,2,4,-5,5.7598,6,0,2,1.2702,1,2.4236,2,2.9586,3,3.9594,4,4.9916,3,5.7598,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,2,56,7,18,7,0,5.847,13,0,18,0.9674,17,1.2168,16,1.4667,15,1.7161,14,1.9658,13,2.2153,12,2.465,11,2.7144,10,2.9641,9,3.303,8,4.1201,7,5.2708,8,5.847,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,1,14,18,14,0,3.9668,4,0,18,2.5834,17,2.9823,16,3.406,15,3.9668,14,7.8626,15,8.5912,14,9.2786,13,9.9675,12,10.6223,11,11.2476,10,11.7515,9,12.0389,8,12.2942,7,12.5449,6,12.9272,5,13.2308,4,13.6714,3,14.3834,4,14.6227,5,14.8635,6,15.103,7,15.3426,8,15.5822,9,15.8318,10,16.0813,11,16.331,12,16.5804,13,17.2468,14,17.7115,15,18.1107,16,18.536,17,18.9192,18,20.0716,17,20.9915,16,21.671,15,22.1602,14,22.9023,15,23.3752,16,23.6247,17,23.8765,18,26.5659,17,27.6077,16,30.791,15,31.4385,16,0,0,0,0,0,0,0,0,0,0
0,18,1,2,4,18,6,2,8.3588,14,0,18,1.7122,17,2.2162,16,2.6801,15,3.1194,14,3.6147,13,4.071,12,4.5272,11,4.9916,10,5.655,9,6.1439,8,6.599,7,7.2782,6,7.7982,5,8.3588,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,3,11,1,9,-2,7.6167,12,0,1,1.1195,2,1.8086,3,2.3671,4,2.7274,5,3.1121,6,3.7842,7,4.3427,8,4.5822,9,5.2717,10,5.7835,11,6.8947,10,7.6167,9,8.1433,15,8.6565,16,9.2403,17,9.7108,18,10.76,17,11.2716,16,11.8244,15,12.5595,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,4,6,17,4,-2,21.978,37,0,17,0.9697,16,1.2812,15,1.6418,14,2.0809,13,2.4981,12,2.961,11,3.4821,10,3.9053,9,4.3471,8,4.7223,7,5.1462,6,5.6028,5,6.13,4,6.6025,3,7.0589,2,7.4661,1,9.3704,2,9.7945,3,10.4426,4,11.1148,5,12.5932,6,13.4581,7,14.0411,8,14.6086,9,15.0414,10,15.8667,9,16.3299,8,16.8494,7,17.3379,6,17.9144,5,18.4329,4,19.1928,5,19.5291,4,20.8412,3,21.0982,4,21.7143,5,21.978,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,5,16,18,12,-4,6.6796,12,0,18,0.9778,17,1.4006,16,1.8561,15,2.3363,14,2.7445,13,3.1928,12,3.6885,11,4.1764,10,4.8733,9,5.6005,10,6.1686,11,6.6796,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,6,5,18,4,-1,7.0228,16,0,18,1.1681,17,1.5118,16,1.8001,15,2.0806,14,2.3771,13,2.6486,12,2.9268,11,3.401,10,3.7848,9,4.1849,8,4.56,7,4.9362,6,5.4952,5,5.9434,4,6.3687,3,7.0228,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,7,16,2,15,-1,6.2324,13,0,2,0.8486,3,1.0883,4,1.3278,5,1.5673,6,1.8069,7,2.0464,8,2.3356,9,2.6973,10,3.1124,11,3.4722,12,3.9844,13,5.6796,14,6.2324,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,8,14,1,11,-3,7.3288,14,0,1,1.4621,2,1.7762,3,2.0156,4,2.2632,5,2.5604,6,2.8001,7,3.0642,8,3.3118,9,3.5764,10,3.8263,11,4.288,12,6.0723,13,6.5763,12,7.3288,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,9,8,18,5,-3,17.4084,31,0,18,0.8722,17,1.1683,16,1.4246,15,2.0091,14,2.3537,13,2.712,12,3.0877,11,4.0176,10,4.8488,9,5.376,8,5.9533,7,6.2728,6,6.6574,5,7.0246,4,7.5761,5,7.9207,6,8.3606,7,8.9275,8,9.5208,9,10.0082,10,10.4721,11,10.9689,10,11.3759,9,11.8158,8,12.2808,7,12.7927,6,13.3041,5,14.1759,4,15.0317,5,15.5998,6,17.4084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,10,12,1,10,-2,8.3606,9,0,1,1.0089,2,2.0886,3,3.0973,4,4.0972,5,5.1058,6,6.0247,7,6.8329,8,7.5456,9,8.3606,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,11,12,18,17,5,4.7677,1,0,18,4.7677,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,12,13,2,12,-1,2.8336,10,0,2,0.6472,3,0.8867,4,1.1262,5,1.3656,6,1.6052,7,1.8451,8,2.0848,9,2.3343,10,2.5842,11,2.8336,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,13,6,1,6,0,4.0247,7,0,1,1.0971,2,1.4472,3,1.7761,4,2.1205,5,2.5366,6,3.5445,7,4.0247,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,14,12,2,8,-4,3.7996,6,0,2,0.7349,3,1.4711,4,2.0478,5,2.6555,6,3.1984,7,3.7996,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,15,16,1,12,-4,5.9767,11,0,1,0.4798,2,0.7193,3,1.4489,4,1.8889,5,2.238,6,2.7516,7,3.2159,8,4.1195,9,4.9041,10,5.4243,11,5.9767,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,16,9,2,7,-2,3.5204,5,0,2,1.049,3,1.5354,4,2.0803,5,2.7034,6,3.5204,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,17,13,18,14,1,2.631,4,0,18,1.0247,17,1.5193,16,2.0161,15,2.631,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,18,5,2,5,0,4.7694,7,0,2,0.8967,3,1.3775,4,1.8,5,2.2485,6,3.3606,7,4.1685,6,4.7694,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,19,9,17,10,1,6.8413,9,0,17,1.8014,16,2.5055,15,3.177,14,3.7288,13,4.2972,12,4.864,11,5.432,10,6.112,9,6.8413,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,20,4,2,5,1,4.1682,7,0,2,0.8952,3,1.312,4,1.7685,5,2.3279,6,2.9919,7,3.5674,6,4.1682,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,21,10,17,11,1,4.4582,6,0,17,1.2744,16,2.0496,15,2.6335,14,3.1772,13,3.7699,12,4.4582,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,22,15,18,14,-1,8.7025,14,0,18,1.1181,17,1.7417,16,2.3115,15,2.8392,14,3.8553,13,4.358,12,4.8783,11,5.2937,10,5.703,9,6.3742,10,6.8384,11,7.4382,12,8.0557,13,8.7025,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,23,10,1,6,-4,14.9598,25,0,1,1.0958,2,1.7124,3,2.1835,4,2.679,5,3.1834,6,3.7671,7,4.4234,8,4.8871,9,5.3758,10,5.8954,9,6.2802,8,6.6881,7,7.2247,6,7.7446,5,8.208,4,8.6002,3,8.8398,2,9.1121,1,11.4156,2,12.0954,3,12.5836,4,13.1107,5,13.6316,6,14.1119,7,14.9598,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,24,14,2,10,-4,8.0171,12,0,2,1.2416,3,1.6963,4,2.1218,5,2.5051,6,2.9207,7,3.3919,8,3.9214,9,5.1607,10,5.9203,9,6.5202,10,6.9611,9,8.0171,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,25,11,2,9,-2,11.0568,13,0,2,0.9862,3,1.8878,4,3.528,5,4.3203,6,4.9918,7,5.6726,8,6.7133,9,7.3758,10,8.27,11,8.8413,10,9.4408,9,10.4472,8,11.0568,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,26,7,18,8,1,6.4397,10,0,18,1.1455,17,1.8483,16,2.4236,15,3.025,14,3.5451,13,4.153,12,4.7923,11,5.3118,10,5.8805,9,6.4397,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,27,11,17,10,-1,5.2962,7,0,17,0.9601,16,1.6812,15,2.4559,14,3.1284,13,3.9835,12,4.6306,11,5.2962,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,28,15,2,12,-3,5.7598,10,0,2,0.7921,3,1.2881,4,1.8787,5,2.3034,6,2.9745,7,3.4786,8,3.9994,9,4.4784,10,5.0875,11,5.7598,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,29,8,17,5,-3,6.9507,12,0,17,0.8318,16,1.3992,15,1.9834,14,2.5269,13,3.0621,12,3.623,11,4.1259,10,4.672,9,5.19,8,5.6791,7,6.3514,6,6.9507,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,30,4,1,3,-1,1.7511,2,0,1,1.2148,2,1.7511,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,31,10,18,11,1,8.9688,13,0,18,0.9524,17,1.456,16,1.9361,15,2.1855,14,2.743,13,3.2246,12,3.6556,11,4.0797,10,4.7368,11,5.7834,10,6.681,11,7.2648,12,8.9688,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,32,10,2,7,-3,3.3124,5,0,2,0.9351,3,1.5923,4,2.1364,5,2.7358,6,3.3124,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,33,3,2,3,0,45.2384,1,0,2,45.2384,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,34,7,17,10,3,4.7191,7,0,17,1.4872,16,1.9428,15,2.4782,14,3.1023,13,3.7026,12,4.2461,11,4.7191,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,35,5,17,10,5,7.8323,7,0,17,2.863,16,3.5905,15,4.3676,14,4.9119,13,5.6236,12,6.1595,11,7.8323,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,36,12,17,14,2,2.5416,3,0,17,1.455,16,1.9833,15,2.5416,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,37,9,1,4,-5,5.2958,9,0,1,1.3042,2,1.999,3,2.4895,4,2.9355,5,3.3992,6,3.9265,7,4.3677,6,4.8152,5,5.2958,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,38,6,18,9,3,8.4146,13,0,18,1.4388,17,1.8954,16,2.3595,15,2.7988,14,3.1822,13,3.639,12,4.1423,11,4.6154,10,5.3597,9,6.6707,8,7.3751,9,7.8302,10,8.4146,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,39,3,18,12,9,6.5205,8,0,18,1.4392,17,1.8966,16,2.4244,15,3.7132,14,4.3295,13,4.824,12,5.7437,11,6.5205,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,40,9,18,9,0,8.4093,13,0,18,1.4241,17,1.977,16,2.4562,15,3.0568,14,3.5692,13,4.0403,12,4.9758,11,5.6328,10,6.2641,9,6.7609,8,7.3199,9,7.7443,10,8.4093,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,41,5,1,4,-1,3.184,5,0,1,0.8547,2,1.2559,3,1.7672,4,2.3843,5,3.184,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,42,15,17,16,1,2.4564,3,0,17,1.2573,18,1.8178,17,2.4564,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,43,14,17,17,3,3.6311,4,0,17,1.2563,18,2.5993,17,2.998,16,3.6311,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,44,8,1,4,-4,5.5833,9,0,1,1.0244,2,1.4563,3,1.872,4,2.3046,5,2.7989,6,3.2953,5,3.751,4,4.8712,3,5.5833,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,45,6,2,7,1,3.0319,5,0,2,1.3044,3,1.6476,4,1.9995,5,2.36,6,3.0319,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,46,3,1,2,-1,1.2399,1,0,1,1.2399,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,47,13,1,11,-2,7.4561,12,0,1,0.945,2,1.5454,3,2.2414,4,2.825,5,3.7526,6,4.274,7,4.704,8,5.2002,9,5.6725,10,6.3045,11,6.8482,12,7.4561,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,48,7,2,8,1,9.6071,14,0,2,1.1113,3,1.8474,4,2.5361,5,3.1915,6,3.8154,7,4.4567,8,5.0639,9,5.5919,10,6.1916,9,6.6237,8,7.152,7,7.9671,6,8.6324,7,9.6071,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,49,16,17,15,-1,4.096,6,0,17,0.8687,18,1.9437,17,2.3509,16,2.9117,15,3.3833,14,4.096,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,1,50,4,17,6,2,10.0471,19,0,17,0.7842,16,1.3441,15,1.7598,14,2.2241,13,2.6786,12,3.1512,11,3.6162,10,4.1675,9,4.7108,8,5.2074,7,5.7118,6,6.1909,5,6.6544,4,7.0395,3,7.6944,4,8.1503,5,8.5831,6,9.3353,5,10.0471,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
